TIM_DAY,ITE_ADD_NEIGHBORHOOD_NAME,OPERACION,LONGITUDE,LATITUDE,SIT_CURRENCY_ID,ITE_SITE_CURRENT_PRICE,ITE_BASE_CURRENT_PRICE,Ambientes,Dormitorios,SConstrM2,STotalM2,ITE_AUCTION_START,ITE_AUCTION_STOP,TIPOPROPIEDAD
11/29/2023,CASEROS,Venta,"-58,560761","-34,6078446",DOL,60752250,67000,2,1,41,50,11/17/2023,05/15/2024,Departamento
11/29/2023,VILLA BOSCH,Venta,"-58,5784335","-34,5884483",DOL,40803750,45000,1,1,31,38,11/16/2023,05/14/2024,Departamento
11/29/2023,,Venta,"-58,5623987","-34,6011352",DOL,344565000,380000,,,200,400,04/13/2023,04/13/2024,Local
11/29/2023,CIUDADELA,Venta,"-58,5358676","-34,6387975",DOL,44430750,49000,2,1,42,50,09/28/2023,03/25/2024,Departamento
11/29/2023,,Venta,"-58,5490473","-34,6117601",DOL,40803750,45000,1,0,30,34,10/31/2023,05/01/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5647628","-34,6231149",DOL,145080000,160000,4,3,110,175,11/17/2023,05/15/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,560543","-34,6074239",DOL,89224200,98400,3,2,89,103,07/07/2023,01/03/2024,Departamento
11/29/2023,SANTOS LUGARES,Venta,,,DOL,49871250,55000,1,0,29,29,11/17/2023,05/15/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5671698","-34,6086696",DOL,48057750,53000,2,1,37,40,08/07/2023,02/06/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5689909","-34,6009316",DOL,140546250,155000,4,3,120,230,09/01/2023,02/28/2024,Casa
11/29/2023,CASEROS,Alquiler,"-58,5641869","-34,6092356",ARG,190000,"528,511822",,,35,35,10/25/2023,10/25/2024,Local
11/29/2023,CASEROS,Venta,"-58,5254852","-34,6003839",DOL,73537425,81100,2,1,52,79,10/12/2023,04/09/2024,Departamento
11/29/2023,,Venta,"-58,5431214","-34,6139764",DOL,47151000,52000,3,2,51,54,11/23/2023,05/21/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5633991","-34,5992456",DOL,53951625,59500,2,1,49,53,01/16/2023,12/12/2023,Departamento
11/29/2023,,Venta,"-58,560543","-34,6074239",DOL,86503950,95400,3,2,88,103,10/24/2023,04/21/2024,Departamento
11/29/2023,CASEROS,Venta,"-58,5671896","-34,6088292",DOL,81607500,90000,3,2,58,64,11/17/2023,05/15/2024,Departamento
